,day,cost_phones,cost_cases,cost_accessories,group
5474,10,54800,0,700,pilot
5475,10,39800,0,0,pilot
5476,10,17000,2700,0,pilot
5477,10,5700,2400,0,pilot
5478,10,27200,0,0,pilot
5479,10,57300,1900,1800,pilot
5480,10,57300,0,0,pilot
5481,10,17500,1300,0,pilot
5482,10,74300,0,0,pilot
5483,10,20000,3100,0,pilot
5484,10,35900,0,0,pilot
5485,10,6900,0,0,pilot
5486,10,64300,3100,0,pilot
5487,10,32800,0,0,pilot
5488,10,81100,2100,0,pilot
5489,10,13700,0,0,pilot
5490,10,58300,900,0,pilot
5491,10,24700,1100,0,pilot
5492,10,32000,0,0,pilot
5493,10,65000,2400,0,pilot
5494,10,42600,0,0,pilot
5495,10,66000,2400,0,pilot
5496,10,52600,2600,0,pilot
5497,10,40300,1500,0,pilot
5498,10,49100,0,0,pilot
5499,10,7200,2100,0,pilot
5500,10,18900,0,3600,pilot
5501,10,15300,3200,0,pilot
5502,10,19700,0,0,pilot
5503,10,54000,0,0,pilot
5504,10,16600,0,0,pilot
5505,10,46900,1900,0,pilot
5506,10,38600,2600,0,pilot
5507,10,48200,0,0,pilot
5508,10,9900,1700,1700,pilot
5509,10,21200,0,0,pilot
5510,10,16300,0,0,pilot
5511,10,51400,2100,0,pilot
5512,10,23600,0,2100,pilot
5513,10,64200,2100,0,pilot
5514,10,60800,2700,0,pilot
5515,10,25000,0,0,pilot
5516,10,69900,3900,0,pilot
5517,10,58600,2700,4900,pilot
5518,10,28700,1800,0,pilot
5519,10,45900,1800,0,pilot
5520,10,48000,1900,0,pilot
5521,10,43000,0,0,pilot
5522,10,69500,2400,0,pilot
5523,10,12600,0,0,pilot
5524,10,40800,2500,4000,pilot
5525,10,42600,0,0,pilot
5526,10,60700,0,0,pilot
5527,10,20900,2900,0,pilot
5528,10,38900,0,0,pilot
5529,10,33500,0,3600,pilot
5530,10,52100,0,900,pilot
5531,10,57300,2200,0,pilot
5532,10,28500,0,0,pilot
5533,10,29400,2100,0,pilot
5534,10,27400,1300,0,pilot
5535,10,34400,2100,0,pilot
5536,10,39500,0,0,pilot
5537,10,27800,2300,3600,pilot
5538,10,23300,2500,0,pilot
5539,10,34600,0,0,pilot
5540,10,42800,0,0,pilot
5541,10,53200,2200,3500,pilot
5542,10,45000,2500,0,pilot
5543,10,55300,0,0,pilot
5544,10,33400,0,0,pilot
5545,10,51700,0,0,pilot
5546,10,51500,0,2200,pilot
5547,11,48900,0,0,pilot
5548,11,85000,2600,0,pilot
5549,11,51100,2600,0,pilot
5550,11,17100,1200,0,pilot
5551,11,53300,2400,0,pilot
5552,11,40600,2000,0,pilot
5553,11,35500,0,0,pilot
5554,11,27800,0,3200,pilot
5555,11,20600,1900,0,pilot
5556,11,30100,2500,3000,pilot
5557,11,39300,0,0,pilot
5558,11,25300,600,0,pilot
5559,11,38900,0,1100,pilot
5560,11,9600,0,0,pilot
5561,11,50400,0,2600,pilot
5562,11,30200,0,0,pilot
5563,11,23300,2400,2500,pilot
5564,11,54400,0,0,pilot
5565,11,71500,0,0,pilot
5566,11,23700,3000,0,pilot
5567,11,32300,2500,0,pilot
5568,11,10500,2100,0,pilot
5569,11,50400,2300,0,pilot
5570,11,6900,1900,0,pilot
5571,11,42700,3200,0,pilot
5572,11,58500,0,0,pilot
5573,11,33300,0,0,pilot
5574,11,10200,0,0,pilot
5575,11,33200,0,0,pilot
5576,11,60600,0,0,pilot
5577,11,28500,0,0,pilot
5578,11,18800,1600,0,pilot
5579,11,23700,2900,0,pilot
5580,11,11700,1700,0,pilot
5581,11,42500,2500,4300,pilot
5582,11,27900,2600,0,pilot
5583,11,22900,700,2100,pilot
5584,11,40600,2200,0,pilot
5585,11,10600,0,0,pilot
5586,11,78100,1300,0,pilot
5587,11,76400,2000,0,pilot
5588,11,82500,0,0,pilot
5589,11,51300,0,0,pilot
5590,11,23500,0,0,pilot
5591,11,52900,0,0,pilot
5592,11,17200,0,0,pilot
5593,11,38600,0,0,pilot
5594,11,52100,2700,0,pilot
5595,11,37200,0,0,pilot
5596,11,29800,0,3600,pilot
5597,11,47100,0,0,pilot
5598,11,52900,1600,0,pilot
5599,11,59000,0,0,pilot
5600,11,21500,1900,0,pilot
5601,11,30100,0,2000,pilot
5602,11,58500,0,0,pilot
5603,11,46900,0,0,pilot
5604,11,37600,0,2500,pilot
5605,11,24200,2600,0,pilot
5606,11,59300,1700,0,pilot
5607,11,47300,1600,3900,pilot
5608,11,51800,3100,2600,pilot
5609,11,25300,0,3000,pilot
5610,11,12500,1800,0,pilot
5611,11,30400,2000,0,pilot
5612,11,48200,3000,1100,pilot
5613,11,33200,2400,0,pilot
5614,11,36700,0,0,pilot
5615,11,32500,2300,0,pilot
5616,11,4400,2600,0,pilot
5617,11,31100,0,0,pilot
5618,11,4200,1200,0,pilot
5619,11,49800,1800,0,pilot
5620,11,45800,1800,0,pilot
5621,11,35100,2400,0,pilot
5622,11,40900,0,0,pilot
5623,11,27100,1000,3100,pilot
5624,11,54700,2400,0,pilot
5625,11,59900,0,0,pilot
5626,11,36200,0,4100,pilot
5627,11,19700,2500,0,pilot
5628,11,25700,0,0,pilot
5629,11,26000,0,0,pilot
5630,11,25600,0,0,pilot
5631,11,28400,0,0,pilot
5632,11,31800,2200,0,pilot
5633,11,48500,2400,0,pilot
5634,11,29100,2500,0,pilot
5635,11,44200,2000,0,pilot
5636,11,45700,2200,0,pilot
5637,11,20600,0,0,pilot
5638,11,35300,2200,0,pilot
5639,11,7200,0,0,pilot
5640,11,32800,1900,0,pilot
5641,11,54900,1400,0,pilot
5642,11,74800,1200,0,pilot
5643,11,22700,1200,3100,pilot
5644,11,58400,1800,0,pilot
5645,11,48500,2700,0,pilot
5646,11,63100,2900,0,pilot
5647,11,34400,0,0,pilot
5648,11,26800,2200,0,pilot
5649,11,46400,0,0,pilot
5650,11,27100,0,0,pilot
5651,11,23100,0,0,pilot
5652,11,32500,2900,0,pilot
5653,11,44600,0,0,pilot
5654,11,11000,0,0,pilot
5655,11,24800,1600,3700,pilot
5656,11,57100,0,0,pilot
5657,11,37600,0,0,pilot
5658,11,67800,0,0,pilot
5659,11,50100,1800,0,pilot
5660,11,31900,0,0,pilot
5661,11,13900,1800,2200,pilot
5662,11,28700,0,0,pilot
5663,11,48900,0,0,pilot
5664,11,76700,0,0,pilot
5665,11,57200,0,0,pilot
5666,11,41200,0,0,pilot
5667,11,52400,0,0,pilot
5668,11,11200,0,0,pilot
5669,11,35500,0,0,pilot
5670,11,17700,2200,0,pilot
5671,11,69200,2700,0,pilot
5672,11,29700,3200,0,pilot
5673,11,37500,0,2400,pilot
5674,11,13100,0,3800,pilot
5675,11,20400,0,4100,pilot
5676,11,43400,1800,0,pilot
5677,11,24600,0,2200,pilot
5678,11,48500,1800,0,pilot
5679,11,49900,2100,0,pilot
5680,11,29700,0,0,pilot
5681,11,60500,2400,0,pilot
5682,11,34300,0,0,pilot
5683,11,47300,800,2600,pilot
5684,11,16600,0,0,pilot
5685,11,44100,0,0,pilot
5686,11,59400,1400,0,pilot
5687,11,47200,2100,0,pilot
5688,11,21400,2000,0,pilot
5689,11,32200,2200,0,pilot
5690,11,31000,0,0,pilot
5691,11,46800,2500,0,pilot
5692,11,45200,0,2000,pilot
5693,11,60900,0,0,pilot
5694,11,19200,1200,0,pilot
5695,11,9900,0,0,pilot
5696,11,45100,0,0,pilot
5697,11,31000,0,0,pilot
5698,11,68500,2400,0,pilot
5699,11,13600,2600,0,pilot
5700,11,31200,2200,0,pilot
5701,11,50900,2200,0,pilot
5702,11,49700,0,0,pilot
5703,11,43200,0,0,pilot
5704,11,12200,2200,4400,pilot
5705,11,46500,0,0,pilot
5706,11,48200,1400,1300,pilot
5707,11,32300,2200,0,pilot
5708,11,54800,0,0,pilot
5709,11,20400,0,2100,pilot
5710,11,40400,1400,3200,pilot
5711,11,47600,0,0,pilot
5712,11,44500,0,600,pilot
5713,11,22500,0,0,pilot
5714,11,19800,0,3600,pilot
5715,11,42800,2000,0,pilot
5716,11,16600,0,0,pilot
5717,11,58300,0,2000,pilot
5718,11,43400,2700,0,pilot
5719,11,46500,2200,3400,pilot
5720,11,56000,0,0,pilot
5721,11,66900,1300,0,pilot
5722,11,31100,3100,0,pilot
5723,11,63200,2900,3600,pilot
5724,11,66900,2400,0,pilot
5725,11,35700,2000,0,pilot
5726,11,52300,0,0,pilot
5727,11,6300,0,2500,pilot
5728,11,54900,0,0,pilot
5729,11,19400,2500,2000,pilot
5730,11,25700,0,3500,pilot
5731,11,43000,3100,0,pilot
5732,11,14800,1300,0,pilot
5733,11,19200,2500,0,pilot
5734,11,15200,2200,2400,pilot
5735,11,17100,0,0,pilot
5736,11,20600,2000,0,pilot
5737,11,25600,0,1500,pilot
5738,11,40400,0,0,pilot
5739,11,41000,1300,0,pilot
5740,11,17200,2800,0,pilot
5741,11,24100,2500,0,pilot
5742,11,48700,0,0,pilot
5743,11,56800,1900,0,pilot
5744,11,16800,2000,1700,pilot
5745,11,17100,2000,3000,pilot
5746,11,43300,1900,0,pilot
5747,11,18000,2400,0,pilot
5748,11,37900,0,0,pilot
5749,11,17800,0,3100,pilot
5750,11,36500,2800,0,pilot
5751,11,41200,0,4800,pilot
5752,11,46000,0,0,pilot
5753,11,23800,2100,0,pilot
5754,11,59000,2700,0,pilot
5755,11,42500,2400,0,pilot
5756,11,34100,0,0,pilot
5757,11,92200,1300,0,pilot
5758,11,53200,1600,1600,pilot
5759,11,39600,0,0,pilot
5760,11,20900,0,0,pilot
5761,11,48100,2000,0,pilot
5762,11,19500,2000,0,pilot
5763,11,24800,1200,2100,pilot
5764,11,22200,0,0,pilot
5765,12,57000,2500,4200,pilot
5766,12,52600,2600,0,pilot
5767,12,48300,0,3700,pilot
5768,12,46800,2800,3100,pilot
5769,12,22900,0,5200,pilot
5770,12,18100,0,1500,pilot
5771,12,28700,2800,0,pilot
5772,12,56400,2700,0,pilot
5773,12,50600,2700,0,pilot
5774,12,15600,0,0,pilot
5775,12,30300,0,0,pilot
5776,12,25100,0,0,pilot
5777,12,29800,2100,0,pilot
5778,12,21400,2100,0,pilot
5779,12,37200,2900,0,pilot
5780,12,34900,0,0,pilot
5781,12,34300,0,0,pilot
5782,12,29100,1300,0,pilot
5783,12,71000,0,0,pilot
5784,12,57400,2200,0,pilot
5785,12,38700,0,0,pilot
5786,12,11400,2400,0,pilot
5787,12,16400,0,0,pilot
5788,12,50100,2900,0,pilot
5789,12,66700,0,2000,pilot
5790,12,26200,0,0,pilot
5791,12,65900,0,0,pilot
5792,12,68900,0,3500,pilot
5793,12,55500,3300,0,pilot
5794,12,53900,2100,0,pilot
5795,12,20600,0,3000,pilot
5796,12,11000,2100,3900,pilot
5797,12,37800,0,0,pilot
5798,12,32300,1800,4000,pilot
5799,12,5800,1500,0,pilot
5800,12,53700,0,0,pilot
5801,12,57200,0,0,pilot
5802,12,30100,2200,1800,pilot
5803,12,31700,0,0,pilot
5804,12,34300,0,0,pilot
5805,12,9300,0,0,pilot
5806,12,7300,1900,0,pilot
5807,12,53300,0,0,pilot
5808,12,25500,1900,0,pilot
5809,12,52500,2700,2800,pilot
5810,12,47100,1900,0,pilot
5811,12,66200,0,1500,pilot
5812,12,18500,2000,0,pilot
5813,12,41400,2200,0,pilot
5814,12,32800,0,4100,pilot
5815,12,24400,0,3400,pilot
5816,12,45900,2000,0,pilot
5817,12,45300,0,0,pilot
5818,12,55700,3000,0,pilot
5819,12,55200,1100,0,pilot
5820,12,34400,0,4300,pilot
5821,12,50800,2300,0,pilot
5822,12,23000,0,0,pilot
5823,12,41100,2300,4100,pilot
5824,12,61800,2900,0,pilot
5825,12,37600,2600,0,pilot
5826,12,78000,2000,0,pilot
5827,12,17400,0,3300,pilot
5828,12,42400,0,3100,pilot
5829,12,46800,0,0,pilot
5830,12,46700,0,0,pilot
5831,12,51200,1900,4100,pilot
5832,12,30600,1700,0,pilot
5833,12,11000,2500,1500,pilot
5834,12,30200,0,0,pilot
5835,12,18700,2500,0,pilot
5836,12,33600,0,1600,pilot
5837,12,65400,2600,0,pilot
5838,12,13600,2800,0,pilot
5839,12,41200,1500,2300,pilot
5840,12,5500,1300,0,pilot
5841,12,34700,0,0,pilot
5842,12,10800,0,0,pilot
5843,12,45800,2500,0,pilot
5844,12,47800,0,0,pilot
5845,12,20900,0,4000,pilot
5846,12,44100,0,0,pilot
5847,12,39800,2300,0,pilot
5848,12,71100,2300,0,pilot
5849,12,45800,2500,0,pilot
5850,12,42800,1300,0,pilot
5851,12,44300,0,0,pilot
5852,12,70800,0,0,pilot
5853,12,23500,0,0,pilot
5854,12,58000,0,0,pilot
5855,12,46800,1900,0,pilot
5856,12,5200,0,3000,pilot
5857,12,32600,2700,0,pilot
5858,12,31000,0,0,pilot
5859,12,32300,0,1600,pilot
5860,12,43600,0,0,pilot
5861,12,14900,2900,0,pilot
5862,12,60000,1600,0,pilot
5863,12,39000,2000,3600,pilot
5864,12,42900,0,0,pilot
5865,12,46000,700,0,pilot
5866,12,26600,0,0,pilot
5867,12,72200,2400,0,pilot
5868,12,39900,0,0,pilot
5869,12,21400,0,0,pilot
5870,12,12300,0,0,pilot
5871,12,26400,0,0,pilot
5872,12,45700,0,0,pilot
5873,12,30900,2300,0,pilot
5874,12,44200,0,0,pilot
5875,12,23200,1900,0,pilot
5876,12,44600,2000,0,pilot
5877,12,38200,1900,0,pilot
5878,12,37900,0,0,pilot
5879,12,46200,1700,2200,pilot
5880,12,4800,2900,0,pilot
5881,12,45200,2400,3300,pilot
5882,12,50400,0,0,pilot
5883,12,36300,1400,0,pilot
5884,12,22300,0,3200,pilot
5885,12,8500,1900,0,pilot
5886,12,23400,2400,0,pilot
5887,12,7900,1800,0,pilot
5888,12,7200,2600,0,pilot
5889,12,12500,0,0,pilot
5890,12,39200,2600,0,pilot
5891,12,75600,0,0,pilot
5892,12,44300,1500,0,pilot
5893,12,25000,0,1100,pilot
5894,12,27600,0,0,pilot
5895,12,44200,3100,0,pilot
5896,12,23300,0,0,pilot
5897,12,26600,0,0,pilot
5898,12,7100,0,0,pilot
5899,12,68000,1600,0,pilot
5900,12,36800,1900,0,pilot
5901,12,20900,0,3800,pilot
5902,12,53900,0,0,pilot
5903,12,55100,2300,0,pilot
5904,12,34000,2100,4000,pilot
5905,12,22000,0,0,pilot
5906,12,39900,2300,0,pilot
5907,12,35900,1100,0,pilot
5908,12,25500,0,0,pilot
5909,12,24500,2600,0,pilot
5910,12,56100,2700,0,pilot
5911,12,43200,0,0,pilot
5912,12,9800,1900,2900,pilot
5913,12,71400,0,3800,pilot
5914,12,44000,0,0,pilot
5915,12,82000,0,0,pilot
5916,12,37300,2300,0,pilot
5917,12,55300,2900,0,pilot
5918,12,74000,2600,0,pilot
5919,12,62800,1700,0,pilot
5920,12,4300,0,0,pilot
5921,12,32100,3000,2200,pilot
5922,12,39800,0,4000,pilot
5923,12,63400,0,4000,pilot
5924,12,5400,1400,0,pilot
5925,12,63200,2000,0,pilot
5926,12,14200,0,0,pilot
5927,12,59700,0,2000,pilot
5928,12,30700,0,1800,pilot
5929,12,22300,0,0,pilot
5930,12,52400,1900,0,pilot
5931,12,25200,0,3200,pilot
5932,12,49600,2000,2800,pilot
5933,12,24800,0,0,pilot
5934,12,47500,1500,0,pilot
5935,12,59100,1700,3300,pilot
5936,12,53400,1700,0,pilot
5937,12,52100,1300,0,pilot
5938,12,76700,0,3200,pilot
5939,12,22700,0,2400,pilot
5940,12,42600,0,0,pilot
5941,12,73800,0,0,pilot
5942,12,13800,0,0,pilot
5943,12,63200,0,0,pilot
5944,12,14500,1000,0,pilot
5945,12,34200,2200,2600,pilot
5946,12,79900,800,3700,pilot
5947,12,44100,1200,1700,pilot
5948,12,24700,0,0,pilot
5949,12,39500,2800,0,pilot
5950,12,32300,0,0,pilot
5951,12,4200,0,0,pilot
5952,12,44200,3100,0,pilot
5953,12,32500,2300,0,pilot
5954,12,23800,0,0,pilot
5955,12,63700,0,2900,pilot
5956,12,22500,0,0,pilot
5957,12,31900,2800,2500,pilot
5958,12,77100,0,0,pilot
5959,12,23900,0,2000,pilot
5960,12,5500,0,2300,pilot
5961,12,30700,0,0,pilot
5962,12,48000,2600,0,pilot
5963,12,58000,1300,3200,pilot
5964,12,26500,2400,0,pilot
5965,12,55100,0,0,pilot
5966,12,46200,0,2500,pilot
5967,12,39900,0,0,pilot
5968,12,21300,2300,0,pilot
5969,12,28300,0,0,pilot
5970,12,47200,2200,0,pilot
5971,12,22300,1900,0,pilot
5972,12,38400,2100,0,pilot
5973,12,57600,0,0,pilot
5974,12,47000,0,2200,pilot
5975,12,20400,0,0,pilot
5976,12,80200,0,4300,pilot
5977,12,18100,0,0,pilot
5978,12,61700,0,0,pilot
5979,12,20900,2100,0,pilot
5980,12,48300,2100,0,pilot
5981,13,20800,0,0,pilot
5982,13,42400,0,0,pilot
5983,13,25100,3100,0,pilot
5984,13,34600,0,0,pilot
5985,13,45700,2400,3700,pilot
5986,13,6500,2200,0,pilot
5987,13,41300,0,0,pilot
5988,13,32100,0,0,pilot
5989,13,24900,2000,0,pilot
5990,13,25700,2900,0,pilot
5991,13,29000,2200,0,pilot
5992,13,31000,0,0,pilot
5993,13,43700,0,0,pilot
5994,13,44300,1400,0,pilot
5995,13,39700,2400,2900,pilot
5996,13,4100,1000,2900,pilot
5997,13,42700,0,0,pilot
5998,13,27700,0,0,pilot
5999,13,14700,0,0,pilot
6000,13,43100,0,0,pilot
6001,13,38200,1800,0,pilot
6002,13,32200,1300,0,pilot
6003,13,13600,0,0,pilot
6004,13,13500,0,0,pilot
6005,13,32200,0,4100,pilot
6006,13,36400,0,3300,pilot
6007,13,38500,0,0,pilot
6008,13,20400,1800,2400,pilot
6009,13,15600,0,0,pilot
6010,13,49900,0,0,pilot
6011,13,36300,3600,0,pilot
6012,13,44300,0,0,pilot
6013,13,33300,2500,0,pilot
6014,13,42400,3200,0,pilot
6015,13,16500,2000,0,pilot
6016,13,39100,0,2300,pilot
6017,13,57000,800,0,pilot
6018,13,47800,0,5100,pilot
6019,13,9800,0,0,pilot
6020,13,15100,0,2400,pilot
6021,13,59400,0,0,pilot
6022,13,44700,2200,0,pilot
6023,13,24000,2000,0,pilot
6024,13,34800,0,0,pilot
6025,13,42700,0,0,pilot
6026,13,52100,0,0,pilot
6027,13,57700,1600,0,pilot
6028,13,24500,2900,0,pilot
6029,13,29600,1400,0,pilot
6030,13,34000,2000,2000,pilot
6031,13,22600,1400,0,pilot
6032,13,65200,0,0,pilot
6033,13,46400,0,1500,pilot
6034,13,24600,0,0,pilot
6035,13,64800,0,0,pilot
6036,13,20000,2400,0,pilot
6037,13,50200,0,0,pilot
6038,13,50400,2300,3800,pilot
6039,13,44600,1600,0,pilot
6040,13,34100,0,0,pilot
6041,13,61100,0,3800,pilot
6042,13,39100,0,0,pilot
6043,13,86000,0,0,pilot
6044,13,60400,1100,0,pilot
6045,13,44700,2600,4000,pilot
6046,13,75900,0,0,pilot
6047,13,28800,1100,3900,pilot
6048,13,42900,1800,0,pilot
6049,13,24100,1600,0,pilot
6050,13,48900,3400,0,pilot
6051,13,69800,0,4600,pilot
6052,13,6300,2100,0,pilot
6053,13,36800,0,0,pilot
6054,13,10300,3000,3600,pilot
6055,13,36100,0,2200,pilot
6056,13,27200,0,5300,pilot
6057,13,68700,0,2200,pilot
6058,13,52400,0,0,pilot
6059,13,72600,2600,0,pilot
6060,13,48700,0,0,pilot
6061,13,44600,1600,0,pilot
6062,13,5800,1800,0,pilot
6063,13,7300,0,0,pilot
6064,13,28200,0,2900,pilot
6065,13,53100,2200,0,pilot
6066,13,20400,1900,0,pilot
6067,13,54100,2300,0,pilot
6068,13,36700,2200,0,pilot
6069,13,34700,0,0,pilot
6070,13,68900,2200,2600,pilot
6071,13,41800,1600,0,pilot
6072,13,29300,700,4400,pilot
6073,13,54900,0,0,pilot
6074,13,22600,2000,3600,pilot
6075,13,51300,3300,0,pilot
6076,13,30600,1500,0,pilot
6077,13,57600,0,0,pilot
6078,13,50900,1700,0,pilot
6079,13,57500,0,3200,pilot
6080,13,22000,0,4100,pilot
6081,13,40400,3600,0,pilot
6082,13,31300,0,0,pilot
6083,13,23200,0,0,pilot
6084,13,61700,0,0,pilot
6085,13,31400,2300,0,pilot
6086,13,16600,0,0,pilot
6087,13,50200,0,0,pilot
6088,13,43300,0,0,pilot
6089,13,41300,0,0,pilot
6090,13,94900,1000,0,pilot
6091,13,43700,0,0,pilot
6092,13,25000,3000,0,pilot
6093,13,42600,3000,2300,pilot
6094,13,27800,0,0,pilot
6095,13,23100,3300,0,pilot
6096,13,51800,0,3400,pilot
6097,13,26600,0,2000,pilot
6098,13,24700,0,0,pilot
6099,13,58900,0,0,pilot
6100,13,39000,2100,0,pilot
6101,13,27000,0,2100,pilot
6102,13,36400,0,1400,pilot
6103,13,18700,2000,3100,pilot
6104,13,10100,0,0,pilot
6105,13,13000,0,0,pilot
6106,13,26000,0,2700,pilot
6107,13,94200,0,0,pilot
6108,13,20600,0,0,pilot
6109,13,13700,0,2600,pilot
6110,13,30200,0,0,pilot
6111,13,61200,0,0,pilot
6112,13,62200,2500,0,pilot
6113,13,52600,0,400,pilot
6114,13,66100,2200,0,pilot
6115,13,44700,0,0,pilot
6116,13,19800,3000,0,pilot
6117,13,36200,0,2600,pilot
6118,13,68900,2700,0,pilot
6119,13,34800,0,3400,pilot
6120,13,20500,1300,0,pilot
6121,13,68800,0,0,pilot
6122,13,19200,0,0,pilot
6123,13,36800,0,0,pilot
6124,13,24800,1900,0,pilot
6125,13,37100,2500,0,pilot
6126,13,50100,0,0,pilot
6127,13,38200,0,0,pilot
6128,13,41800,0,0,pilot
6129,13,37500,800,0,pilot
6130,13,21900,0,0,pilot
6131,13,77200,2700,0,pilot
6132,13,14800,2100,0,pilot
6133,13,30300,0,3500,pilot
6134,13,36300,1900,0,pilot
6135,13,55400,0,0,pilot
6136,13,16300,0,0,pilot
6137,13,71000,0,0,pilot
6138,13,50800,2700,0,pilot
6139,13,26500,0,3000,pilot
6140,13,65800,0,0,pilot
6141,13,46200,2200,0,pilot
6142,13,38600,0,0,pilot
6143,13,37500,0,3400,pilot
6144,13,41200,0,0,pilot
6145,13,4300,2000,0,pilot
6146,13,28000,3100,0,pilot
6147,13,30200,0,0,pilot
6148,13,4500,1900,0,pilot
6149,13,61100,2200,1400,pilot
6150,13,32500,0,0,pilot
6151,13,58000,2700,0,pilot
6152,13,50700,1900,2900,pilot
6153,13,7200,1400,0,pilot
6154,13,21300,0,0,pilot
6155,13,51800,2200,0,pilot
6156,13,45900,0,3500,pilot
6157,13,30600,2400,2600,pilot
6158,13,33400,0,4300,pilot
6159,13,70600,0,4400,pilot
6160,13,41200,0,0,pilot
6161,13,24600,3300,0,pilot
6162,13,22300,0,0,pilot
6163,13,21500,1100,3700,pilot
6164,13,24500,2100,0,pilot
6165,13,26000,1600,0,pilot
6166,13,20300,3000,3200,pilot
6167,13,13600,0,0,pilot
6168,13,21900,0,0,pilot
6169,13,54400,0,3000,pilot
6170,13,12200,0,0,pilot
6171,13,58700,0,0,pilot
6172,13,59700,0,0,pilot
6173,13,60800,2000,0,pilot
6174,13,40400,0,2900,pilot
6175,13,38900,3000,0,pilot
6176,13,74600,1500,0,pilot
6177,13,35200,0,0,pilot
6178,13,59800,0,4200,pilot
6179,13,60600,0,0,pilot
6180,13,44900,500,2500,pilot
6181,13,48500,2100,0,pilot
6182,13,53600,0,0,pilot
6183,13,5400,2600,4900,pilot
6184,13,44300,0,3700,pilot
6185,13,30400,2900,0,pilot
6186,13,53600,1700,0,pilot
6187,13,31300,2600,0,pilot
6188,13,43200,0,0,pilot
6189,13,18500,0,0,pilot
6190,13,9800,0,0,pilot
6191,13,32400,1600,0,pilot
6192,13,38500,0,0,pilot
6193,13,67500,0,0,pilot
6194,13,45600,0,0,pilot
6195,13,19000,1800,0,pilot
6196,13,32900,0,4000,pilot
6197,13,35500,0,3400,pilot
6198,13,8600,0,3200,pilot
6199,13,14200,2000,1700,pilot
6200,13,30400,1900,3700,pilot
6201,13,49000,0,0,pilot
6202,13,35200,2700,0,pilot
6203,13,13000,0,0,pilot
6204,13,13800,1900,3600,pilot
6205,13,57100,1900,4000,pilot
6206,13,19300,0,0,pilot
6207,13,36700,0,0,pilot
6208,13,24100,0,0,pilot
6209,13,15500,2500,0,pilot
6210,13,23200,1800,2700,pilot
6211,13,13200,2600,0,pilot
6212,13,41900,0,0,pilot
6213,13,18700,1500,0,pilot
6214,13,17100,0,0,pilot
6215,13,77600,0,0,pilot
6216,13,30100,2500,0,pilot
6217,13,65900,1800,0,pilot
6218,13,20200,3000,0,pilot
6219,13,42600,0,0,pilot
6220,13,63600,0,0,pilot
6221,13,15000,0,0,pilot
6222,13,71700,2100,1300,pilot
6223,13,7800,0,4500,pilot
6224,13,23400,0,0,pilot
6225,13,55700,2100,0,pilot
6226,13,48300,3400,0,pilot
6227,13,61700,3300,0,pilot
6228,13,20300,0,0,pilot
6229,13,56100,3400,0,pilot
6230,13,16600,0,0,pilot
6231,13,42600,0,2700,pilot
6232,13,38100,2000,0,pilot
6233,13,60800,2500,0,pilot
6234,14,36500,0,0,pilot
6235,14,30900,1600,0,pilot
6236,14,71900,0,1100,pilot
6237,14,28300,0,0,pilot
6238,14,23100,0,0,pilot
6239,14,23000,0,0,pilot
6240,14,32000,2000,0,pilot
6241,14,27100,2300,0,pilot
6242,14,23800,2200,2200,pilot
6243,14,85600,1700,0,pilot
6244,14,36400,0,0,pilot
6245,14,43400,1500,0,pilot
6246,14,29400,2100,0,pilot
6247,14,36000,1900,0,pilot
6248,14,59100,1200,0,pilot
6249,14,53400,2200,0,pilot
6250,14,51900,0,0,pilot
6251,14,13200,0,0,pilot
6252,14,21100,0,0,pilot
6253,14,51900,0,0,pilot
6254,14,37500,0,0,pilot
6255,14,56000,1700,0,pilot
6256,14,35800,0,0,pilot
6257,14,40900,0,2600,pilot
6258,14,32400,0,0,pilot
6259,14,45300,0,2300,pilot
6260,14,76800,0,0,pilot
6261,14,34000,1900,0,pilot
6262,14,16100,2400,0,pilot
6263,14,60900,0,0,pilot
6264,14,15900,1900,0,pilot
6265,14,14100,0,5100,pilot
6266,14,50300,0,0,pilot
6267,14,26700,0,3700,pilot
6268,14,21000,1700,0,pilot
6269,14,20300,0,0,pilot
6270,14,18600,3000,0,pilot
6271,14,51500,1600,0,pilot
6272,14,26700,0,0,pilot
6273,14,22800,2800,0,pilot
6274,14,41900,0,0,pilot
6275,14,31000,0,0,pilot
6276,14,35300,2700,3300,pilot
6277,14,34600,0,0,pilot
6278,14,69500,2600,0,pilot
6279,14,53800,0,0,pilot
6280,14,42100,0,0,pilot
6281,14,57000,0,0,pilot
6282,14,37000,1900,0,pilot
6283,14,63300,0,0,pilot
6284,14,11500,0,0,pilot
6285,14,55000,2300,3200,pilot
6286,14,19700,1300,0,pilot
6287,14,15600,0,3300,pilot
6288,14,31500,0,0,pilot
6289,14,45100,0,0,pilot
6290,14,46100,0,0,pilot
6291,14,28600,0,1900,pilot
6292,14,30300,1900,0,pilot
6293,14,11900,1500,2800,pilot
6294,14,16100,1400,0,pilot
6295,14,24100,0,0,pilot
6296,14,54000,2600,0,pilot
6297,14,58000,0,0,pilot
6298,14,13300,2700,3700,pilot
6299,14,10400,0,2000,pilot
6300,14,36700,3200,3400,pilot
6301,14,15300,1100,0,pilot
6302,14,7500,0,0,pilot
6303,14,15400,3300,0,pilot
6304,14,41700,1300,0,pilot
6305,14,35200,3100,3200,pilot
6306,14,55000,2700,0,pilot
6307,14,38000,2700,0,pilot
6308,14,51100,2400,3800,pilot
6309,14,37200,0,0,pilot
